Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size,Price_CNY
MSI,Professional,Intel,NVIDIA,RTX 3070,8,2.43,16,128,1816,3000,4816,3190.76,1.51,14.9,23133
Dell,Professional,Intel,Intel,RTX 3060,4,3.58,16,1024,2128,2200,4328,2877.89,1.5,16.7,20865
Apple,Professional,Apple,NVIDIA,RX 6600,8,1.47,16,2048,2152,2000,4152,2987.84,1.39,16.8,21662
Acer,Professional,Apple,Intel,RX 6700,4,1.14,16,1024,1676,2800,4476,3264.86,1.37,16.8,23670
Dell,Professional,AMD,AMD,RTX 3060,6,1.48,8,128,1704,2200,3904,2672.62,1.46,14.4,19376
Apple,Professional,Intel,AMD,RTX 3070,2,2.31,4,256,826,3000,3826,2608.85,1.47,16.0,18914
MSI,Professional,Apple,NVIDIA,RTX 3050,6,1.41,64,1024,2622,1500,4122,2860.88,1.44,18.0,20741
Apple,Professional,Apple,NVIDIA,RTX 3070,2,1.51,64,512,853,3000,3853,3165.25,1.22,16.4,22948
Apple,Professional,Apple,Intel,RX 6700,4,1.17,32,128,1628,2800,4428,3086.91,1.43,16.8,22380
Dell,Professional,Intel,NVIDIA,RTX 3070,6,3.76,32,256,1452,3000,4452,3168.65,1.41,15.2,22973
Lenovo,Professional,Apple,NVIDIA,RTX 3050,6,3.64,16,128,2796,1500,4296,2631.93,1.63,16.3,19081
Acer,Professional,AMD,Intel,RX 6600,6,3.47,64,128,2352,2000,4352,3054.45,1.42,14.8,22145
Lenovo,Professional,AMD,Intel,RX 6600,4,2.04,16,2048,2060,2000,4060,2778.52,1.46,15.9,20144
Apple,Professional,Apple,AMD,RX 6700,4,3.79,64,512,2196,2800,4996,3603.39,1.39,14.2,26125
Lenovo,Professional,Intel,AMD,RTX 3050,12,3.75,4,512,3120,1500,4620,2818.38,1.64,15.1,20433
HP,Professional,Apple,NVIDIA,RX 6600,6,2.32,64,2048,1589,2000,3589,2810.89,1.28,16.6,20379
HP,Professional,Apple,NVIDIA,RX 6600,6,3.44,8,512,2370,2000,4370,2958.83,1.48,15.1,21452
Apple,Professional,Intel,Intel,RX 6700,2,2.26,64,512,876,2800,3676,3002.42,1.22,14.5,21768
Lenovo,Professional,Intel,NVIDIA,RTX 3070,4,1.08,16,512,1572,3000,4572,3144.04,1.45,15.9,22794
HP,Professional,Intel,NVIDIA,RTX 3070,8,2.56,64,128,1664,3000,4664,3428.27,1.36,15.6,24855
HP,Professional,Intel,NVIDIA,RTX 3060,4,1.19,64,256,1952,2200,4152,2963.27,1.4,14.9,21484
Acer,Professional,Apple,AMD,RTX 3050,6,2.97,64,512,3114,1500,4614,3039.38,1.52,16.3,22036
Dell,Professional,Intel,NVIDIA,RX 6700,6,3.77,8,2048,2082,2800,4882,3458.76,1.41,15.6,25076
Asus,Professional,Apple,Intel,Iris Xe,8,3.08,16,1024,2936,900,3836,2496.44,1.54,14.4,18099
Acer,Professional,AMD,AMD,RTX 3080,2,3.1,64,1024,766,3800,4566,3530.61,1.29,15.7,25597
MSI,Professional,Apple,AMD,RTX 3080,2,1.18,8,2048,684,3800,4484,3403.13,1.32,14.3,24673
Asus,Professional,Intel,AMD,RTX 3060,8,2.58,64,1024,2448,2200,4648,3240.15,1.43,15.5,23491
HP,Professional,AMD,AMD,RTX 3050,8,1.55,4,128,3152,1500,4652,2721.73,1.71,17.7,19733
Acer,Professional,Intel,NVIDIA,RX 6600,4,3.56,4,2048,2064,2000,4064,2946.26,1.38,14.4,21360
Apple,Professional,AMD,NVIDIA,RTX 3050,6,3.46,8,256,2370,1500,3870,2502.43,1.55,15.7,18143
Dell,Professional,Apple,Intel,RTX 3060,8,1.72,8,1024,2112,2200,4312,2828.95,1.52,16.6,20510
Apple,Professional,Apple,NVIDIA,RTX 3060,4,1.68,64,1024,1356,2200,3556,2923.1,1.22,15.9,21192
MSI,Professional,Apple,AMD,RTX 3060,4,2.92,8,256,1604,2200,3804,2676.26,1.42,15.4,19403
MSI,Professional,AMD,NVIDIA,RX 6700,8,1.61,64,1024,2032,2800,4832,3625.24,1.33,16.2,26283
Dell,Professional,Intel,NVIDIA,RX 6600,4,1.81,16,1024,2160,2000,4160,2943.56,1.41,14.6,21341
Dell,Professional,Intel,NVIDIA,RTX 3070,2,2.31,16,2048,900,3000,3900,2934.8,1.33,14.5,21277
Asus,Professional,Intel,NVIDIA,RX 6700,4,2.1,16,512,1240,2800,4040,2814.16,1.44,14.2,20403
MSI,Professional,Apple,Intel,RTX 3050,8,2.41,64,512,2960,1500,4460,3038.32,1.47,15.6,22028
Lenovo,Professional,AMD,AMD,RX 6700,4,1.4,16,1024,1496,2800,4296,3107.16,1.38,14.8,22527
HP,Professional,Apple,Intel,RTX 3050,6,1.16,8,128,3096,1500,4596,2790.05,1.65,15.2,20228
Lenovo,Professional,Intel,NVIDIA,RTX 3070,6,2.55,32,2048,1596,3000,4596,3463.4,1.33,16.3,25110
Lenovo,Professional,AMD,AMD,RX 6700,6,2.91,64,512,1224,2800,4024,3097.06,1.3,15.0,22454
Apple,Professional,Apple,AMD,RTX 3060,4,1.12,64,512,2168,2200,4368,3090.68,1.41,17.7,22407
Asus,Professional,AMD,AMD,RX 6700,4,2.31,8,1024,1739,2800,4539,3147.3,1.44,14.8,22818
MSI,Professional,AMD,AMD,RTX 3060,6,2.97,32,1024,1434,2200,3634,2743.56,1.32,15.3,19891
Asus,Professional,Apple,AMD,RX 6700,6,2.13,8,1024,1902,2800,4702,3118.25,1.51,16.5,22607
HP,Professional,Intel,AMD,RTX 3080,2,2.99,16,256,740,3800,4540,3431.3,1.32,13.9,24877
Dell,Professional,Intel,Intel,RTX 3060,4,1.91,32,128,1504,2200,3704,2515.87,1.47,15.8,18240
Acer,Professional,Intel,NVIDIA,RTX 3050,8,2.87,4,256,3272,1500,4772,2945.98,1.62,17.3,21358
Lenovo,Professional,Intel,AMD,RTX 3070,4,3.51,16,512,1068,3000,4068,2922.68,1.39,15.1,21189
Apple,Professional,Intel,AMD,RTX 3050,8,2.38,64,2048,2560,1500,4060,2922.72,1.39,16.6,21190
Lenovo,Professional,Intel,NVIDIA,RTX 3070,2,1.43,4,256,742,3000,3742,2584.06,1.45,15.0,18734
Lenovo,Professional,Intel,NVIDIA,RX 6600,8,3.27,32,512,2848,2000,4848,3139.9,1.54,15.2,22764
Apple,Professional,AMD,Intel,RTX 3050,12,3.59,4,512,2760,1500,4260,2730.98,1.56,14.5,19800
Apple,Professional,Apple,AMD,RX 6700,2,3.62,64,256,814,2800,3614,2826.61,1.28,14.3,20493
MSI,Professional,Apple,Intel,RTX 3050,12,1.21,8,128,2579,1500,4079,2640.61,1.54,15.9,19144
Asus,Professional,Intel,AMD,RTX 3070,6,3.96,4,512,1805,3000,4805,3185.66,1.51,16.9,23096
Acer,Professional,Apple,NVIDIA,RX 6600,6,3.08,16,2048,2748,2000,4748,3321.55,1.43,14.1,24081
Lenovo,Professional,Intel,NVIDIA,RX 6600,6,3.94,64,2048,1950,2000,3950,3046.39,1.3,13.6,22086
MSI,Professional,Intel,NVIDIA,RTX 3060,6,2.37,16,256,1655,2200,3855,2715.69,1.42,15.1,19689
Apple,Professional,Apple,NVIDIA,RTX 3080,4,3.8,64,128,932,3800,4732,3700.3,1.28,14.7,26827
Lenovo,Professional,Intel,AMD,RTX 3070,4,3.98,8,2048,832,3000,3832,2845.33,1.35,13.9,20629
Dell,Professional,AMD,Intel,Iris Xe,6,2.84,8,128,2604,900,3504,2061.21,1.7,16.3,14944
Dell,Professional,Apple,AMD,RX 6700,4,2.18,64,128,1320,2800,4120,3231.57,1.27,16.9,23429
Acer,Professional,AMD,NVIDIA,RTX 3070,2,1.82,64,512,524,3000,3524,2961.53,1.19,16.4,21471
Apple,Professional,Intel,AMD,RX 6700,2,2.06,8,128,984,2800,3784,2721.39,1.39,14.1,19730
MSI,Professional,Intel,AMD,RTX 3050,8,3.13,8,1024,2864,1500,4364,2768.93,1.58,16.1,20075
MSI,Professional,Apple,Intel,RTX 3050,6,1.9,16,512,2868,1500,4368,2726.77,1.6,16.1,19769
Dell,Professional,AMD,AMD,RX 6600,6,1.08,16,128,2052,2000,4052,2706.87,1.5,16.7,19625
Dell,Professional,Apple,AMD,RTX 3060,6,1.39,4,2048,2052,2200,4252,2892.61,1.47,15.5,20971
Acer,Professional,Intel,NVIDIA,RTX 3060,6,2.42,64,1024,1602,2200,3802,2926.64,1.3,13.1,21218
Lenovo,Professional,AMD,NVIDIA,RX 6600,8,1.57,32,256,2072,2000,4072,2786.21,1.46,16.0,20200
MSI,Professional,Apple,Intel,RX 6600,6,3.99,64,2048,2004,2000,4004,3020.0,1.33,16.4,21895
MSI,Professional,AMD,AMD,RTX 3070,2,2.41,4,128,678,3000,3678,2627.66,1.4,16.3,19051
HP,Professional,Apple,NVIDIA,RX 6600,6,3.4,8,128,2142,2000,4142,2610.55,1.59,16.2,18926
Asus,Professional,Apple,AMD,RX 6700,6,3.74,64,128,1248,2800,4048,3008.21,1.35,14.1,21810
MSI,Professional,Apple,AMD,RTX 3080,2,2.37,4,128,822,3800,4622,3335.2,1.39,13.2,24180
Lenovo,Professional,Intel,Intel,RTX 3060,8,2.65,4,512,2632,2200,4832,3062.45,1.58,15.1,22203
Acer,Professional,Intel,NVIDIA,RX 6700,4,3.91,64,2048,2124,2800,4924,3661.96,1.34,16.1,26549
Dell,Professional,Apple,Intel,RX 6700,6,3.41,32,2048,1224,2800,4024,3071.99,1.31,16.0,22272
Asus,Professional,Intel,NVIDIA,RTX 3060,4,2.86,16,1024,1392,2200,3592,2486.68,1.44,14.9,18028
Lenovo,Professional,Apple,AMD,RX 6700,2,1.72,32,1024,888,2800,3688,2901.78,1.27,16.4,21038
Dell,Professional,Apple,AMD,RX 6700,8,1.47,32,256,2176,2800,4976,3290.06,1.51,14.5,23853
Apple,Professional,Apple,AMD,RTX 3070,2,2.39,16,2048,560,3000,3560,2825.8,1.26,16.6,20487
MSI,Professional,Apple,NVIDIA,Iris Xe,6,3.06,16,2048,2879,900,3779,2624.42,1.44,15.9,19027
Dell,Professional,Apple,Intel,RX 6700,4,3.26,4,128,1120,2800,3920,2619.1,1.5,15.3,18988
Asus,Professional,Intel,AMD,RTX 3070,4,3.69,32,256,896,3000,3896,2850.94,1.37,16.9,20669
Lenovo,Professional,Intel,NVIDIA,RTX 3080,2,2.46,4,1024,516,3800,4316,3184.36,1.36,17.5,23087
Acer,Professional,AMD,NVIDIA,RX 6600,6,3.28,16,512,1812,2000,3812,2566.09,1.49,15.6,18604
Lenovo,Professional,Intel,Intel,RTX 3060,6,3.15,16,1024,2112,2200,4312,3068.8,1.41,15.1,22249
Lenovo,Professional,AMD,AMD,RTX 3060,6,3.71,32,128,1805,2200,4005,2736.4,1.46,16.5,19839
Apple,Professional,Apple,AMD,RTX 3070,4,3.51,8,1024,1672,3000,4672,3323.77,1.41,16.5,24097
HP,Professional,Intel,NVIDIA,RX 6700,4,3.69,32,1024,1632,2800,4432,3129.29,1.42,15.6,22687
HP,Professional,AMD,NVIDIA,RTX 3080,2,1.67,32,128,572,3800,4372,3251.1,1.34,16.4,23570
Asus,Professional,Apple,Intel,Iris Xe,8,3.8,4,128,2672,900,3572,2250.62,1.59,14.7,16317
Acer,Professional,AMD,AMD,RTX 3060,6,3.7,16,512,2100,2200,4300,2954.97,1.46,15.8,21424
Asus,Professional,Apple,Intel,Iris Xe,8,2.26,8,128,3800,900,4700,2834.64,1.66,14.8,20551
MSI,Professional,Apple,AMD,RTX 3070,2,1.99,8,2048,942,3000,3942,2892.94,1.36,13.4,20974
Lenovo,Professional,Apple,NVIDIA,RTX 3070,4,1.8,32,128,1104,3000,4104,3033.6,1.35,16.7,21994
Dell,Professional,AMD,NVIDIA,RTX 3080,2,1.05,8,512,468,3800,4268,3081.26,1.39,15.1,22339
Lenovo,Professional,AMD,NVIDIA,RX 6700,8,2.99,64,1024,2184,2800,4984,3654.91,1.36,15.9,26498
Lenovo,Professional,Apple,NVIDIA,RTX 3080,2,1.43,8,1024,1084,3800,4884,3432.7,1.42,14.4,24887
Acer,Professional,AMD,Intel,RTX 3060,6,1.01,32,512,2142,2200,4342,3119.7,1.39,15.7,22618
Dell,Professional,Intel,Intel,Iris Xe,8,1.14,8,2048,3776,900,4676,2949.35,1.59,15.9,21383
MSI,Professional,Apple,Intel,RTX 3080,2,2.75,64,2048,500,3800,4300,3633.15,1.18,14.6,26340
Acer,Professional,Intel,Intel,RTX 3060,6,2.93,64,512,1805,2200,4005,3064.86,1.31,15.0,22220
Asus,Professional,Apple,Intel,Iris Xe,8,3.77,16,128,2904,900,3804,2394.26,1.59,14.5,17358
HP,Professional,Intel,NVIDIA,RX 6600,4,3.83,64,128,1532,2000,3532,2622.4,1.35,15.4,19012
Dell,Professional,AMD,Intel,Iris Xe,16,2.42,4,2048,4000,900,4900,3039.56,1.61,15.5,22037
Dell,Professional,Apple,AMD,RTX 3070,6,3.6,32,512,1284,3000,4284,3195.61,1.34,16.9,23168
MSI,Professional,AMD,AMD,Iris Xe,8,2.34,4,512,3424,900,4324,2483.9,1.74,16.6,18008
Acer,Professional,AMD,NVIDIA,RTX 3060,6,2.28,16,256,2304,2200,4504,2962.88,1.52,15.8,21481
Lenovo,Professional,Apple,NVIDIA,RX 6600,4,2.92,64,512,2076,2000,4076,3105.16,1.31,15.4,22512
Apple,Professional,Intel,AMD,RTX 3070,2,3.88,4,2048,861,3000,3861,2995.06,1.29,16.8,21714
MSI,Professional,AMD,AMD,RTX 3050,12,1.24,4,1024,3492,1500,4992,3126.54,1.6,15.0,22667
Acer,Professional,Apple,Intel,RX 6700,4,1.94,8,2048,1524,2800,4324,3046.35,1.42,14.1,22086
Acer,Professional,AMD,AMD,RX 6700,4,2.87,4,256,1604,2800,4404,3008.29,1.46,15.1,21810
Asus,Professional,Apple,NVIDIA,RTX 3080,2,2.29,8,256,1032,3800,4832,3311.73,1.46,13.3,24010
HP,Professional,Apple,AMD,RTX 3070,6,1.23,4,128,1860,3000,4860,3276.97,1.48,17.1,23758
Acer,Professional,Intel,Intel,RTX 3070,8,1.07,16,128,1976,3000,4976,3273.07,1.52,15.3,23730
Lenovo,Professional,Apple,NVIDIA,RTX 3050,8,3.75,4,2048,3120,1500,4620,2948.83,1.57,15.3,21379
Acer,Professional,Apple,Intel,RTX 3050,8,3.65,16,2048,3392,1500,4892,3198.97,1.53,14.9,23193
Asus,Professional,AMD,AMD,RTX 3060,4,3.86,4,2048,1948,2200,4148,2935.27,1.41,15.8,21281
HP,Professional,AMD,AMD,RTX 3060,4,2.94,16,256,2012,2200,4212,2783.63,1.51,16.3,20181
Apple,Professional,Apple,NVIDIA,RTX 3050,8,2.53,4,1024,3192,1500,4692,2886.81,1.63,15.0,20929
Acer,Professional,Intel,Intel,RX 6600,12,2.7,64,128,2483,2000,4483,3075.21,1.46,16.6,22295
Acer,Professional,Apple,Intel,RX 6700,4,1.63,4,512,856,2800,3656,2744.59,1.33,15.5,19898
HP,Professional,AMD,Intel,RTX 3070,2,1.87,16,128,1046,3000,4046,2844.01,1.42,15.2,20619
Acer,Professional,Apple,AMD,RX 6600,8,1.25,16,256,1776,2000,3776,2569.48,1.47,14.4,18629
HP,Professional,AMD,Intel,RTX 3050,12,3.43,16,512,3492,1500,4992,3083.7,1.62,14.6,22357
Dell,Professional,Apple,Intel,RTX 3060,4,2.12,4,128,1584,2200,3784,2652.97,1.43,14.6,19234
Dell,Professional,Intel,AMD,Iris Xe,8,1.95,8,1024,3032,900,3932,2399.87,1.64,14.5,17399
Dell,Professional,Apple,AMD,RTX 3070,2,2.05,8,128,700,3000,3700,2622.55,1.41,17.3,19013
Asus,Professional,Apple,Intel,RX 6700,2,3.95,64,1024,894,2800,3694,2947.9,1.25,15.4,21372
Lenovo,Professional,AMD,NVIDIA,RX 6700,2,1.88,32,2048,1086,2800,3886,2951.14,1.32,14.3,21396
Lenovo,Professional,Intel,AMD,Iris Xe,6,1.21,4,512,3132,900,4032,2508.72,1.61,15.7,18188
Asus,Professional,Intel,AMD,RTX 3060,6,1.22,4,2048,2748,2200,4948,3408.57,1.45,17.3,24712
Apple,Professional,Intel,NVIDIA,RTX 3060,4,1.86,16,2048,1648,2200,3848,2730.79,1.41,15.1,19798
Apple,Professional,AMD,AMD,RTX 3070,2,1.32,32,256,884,3000,3884,2785.66,1.39,17.2,20196
Asus,Professional,Apple,Intel,RTX 3060,4,3.62,8,512,2072,2200,4272,2867.28,1.49,15.4,20788
Asus,Professional,Intel,Intel,RTX 3050,8,3.17,64,2048,3376,1500,4876,3561.42,1.37,15.9,25820
HP,Professional,Intel,AMD,RTX 3060,6,2.98,16,256,2148,2200,4348,2832.0,1.54,16.2,20532
Apple,Professional,Apple,NVIDIA,RTX 3060,6,1.13,32,512,1439,2200,3639,2645.99,1.38,16.2,19183
Dell,Professional,Intel,Intel,RTX 3070,2,2.06,8,128,1032,3000,4032,2803.26,1.44,17.3,20324
Dell,Professional,Intel,Intel,RTX 3060,8,1.27,16,2048,1912,2200,4112,2923.98,1.41,15.6,21199
Apple,Professional,AMD,Intel,RTX 3060,4,3.26,64,2048,1928,2200,4128,3200.06,1.29,16.4,23200
Apple,Professional,Apple,NVIDIA,Iris Xe,12,3.99,4,1024,2711,900,3611,2251.61,1.6,16.1,16324
HP,Professional,Intel,NVIDIA,RTX 3050,6,3.63,64,128,2879,1500,4379,3028.99,1.45,16.6,21960
Apple,Professional,Intel,NVIDIA,Iris Xe,8,1.85,8,128,2664,900,3564,2181.72,1.63,14.9,15817
MSI,Professional,AMD,NVIDIA,RX 6700,4,3.38,8,256,1764,2800,4564,2994.4,1.52,16.7,21709
MSI,Professional,Apple,NVIDIA,RX 6600,4,2.6,4,512,1644,2000,3644,2526.19,1.44,15.0,18315
Apple,Professional,AMD,AMD,RTX 3070,6,1.65,32,128,1944,3000,4944,3373.06,1.47,14.9,24455
Asus,Professional,AMD,Intel,RTX 3050,8,1.45,8,128,2800,1500,4300,2771.76,1.55,16.2,20095
Acer,Professional,Intel,Intel,RX 6700,4,2.71,64,512,2039,2800,4839,3636.23,1.33,16.3,26363
HP,Professional,Intel,NVIDIA,RX 6600,4,1.15,4,512,2032,2000,4032,2630.88,1.53,14.1,19074
Apple,Professional,Intel,Intel,RTX 3060,6,1.79,64,512,2388,2200,4588,3255.21,1.41,17.0,23600
MSI,Professional,AMD,NVIDIA,RTX 3080,2,1.42,16,128,803,3800,4603,3427.57,1.34,15.6,24850
Dell,Professional,Intel,AMD,RTX 3050,12,3.26,64,1024,3240,1500,4740,3247.31,1.46,16.4,23543
Acer,Professional,Intel,NVIDIA,Iris Xe,6,1.87,8,1024,2904,900,3804,2426.28,1.57,15.4,17591
MSI,Professional,Intel,AMD,RTX 3070,6,1.97,8,2048,1655,3000,4655,3265.81,1.43,15.5,23677
Dell,Professional,AMD,AMD,Iris Xe,6,3.04,4,256,3126,900,4026,2315.33,1.74,14.4,16786
HP,Professional,Apple,Intel,RTX 3080,2,1.19,16,1024,1052,3800,4852,3493.23,1.39,14.6,25326
HP,Professional,Intel,Intel,RTX 3060,6,3.23,16,512,2100,2200,4300,2892.12,1.49,15.2,20968
HP,Professional,Intel,AMD,Iris Xe,6,1.62,32,128,2970,900,3870,2391.09,1.62,14.9,17335
Lenovo,Professional,AMD,AMD,RX 6600,6,3.37,4,256,1818,2000,3818,2471.66,1.54,14.1,17920
HP,Professional,AMD,NVIDIA,RX 6600,4,2.5,8,256,1672,2000,3672,2467.97,1.49,14.9,17893
Dell,Professional,Intel,Intel,RTX 3050,6,2.87,32,512,2736,1500,4236,2869.96,1.48,16.9,20807
HP,Professional,Intel,AMD,RX 6700,2,3.57,16,512,778,2800,3578,2537.02,1.41,15.9,18393
Acer,Professional,Apple,AMD,RX 6600,6,2.77,4,128,1962,2000,3962,2642.11,1.5,16.2,19155
Dell,Professional,AMD,NVIDIA,RTX 3060,6,1.74,16,2048,2244,2200,4444,3114.72,1.43,17.1,22582
Dell,Professional,Intel,AMD,RX 6700,2,3.16,8,1024,726,2800,3526,2755.56,1.28,15.4,19978
Acer,Professional,AMD,AMD,RTX 3050,12,2.93,32,128,2808,1500,4308,2700.61,1.6,15.8,19579
Lenovo,Professional,Intel,NVIDIA,RX 6700,2,3.28,32,128,1034,2800,3834,2837.43,1.35,14.7,20571
Apple,Professional,AMD,NVIDIA,RTX 3070,6,1.41,32,1024,1896,3000,4896,3557.76,1.38,16.2,25794
Lenovo,Professional,Intel,NVIDIA,RTX 3060,12,2.53,4,1024,2640,2200,4840,3208.59,1.51,17.1,23262
Lenovo,Professional,Intel,NVIDIA,RTX 3070,8,3.72,4,256,1744,3000,4744,3236.84,1.47,16.5,23467
MSI,Professional,AMD,NVIDIA,RTX 3080,2,3.44,4,2048,780,3800,4580,3501.88,1.31,14.5,25389
MSI,Professional,AMD,Intel,RTX 3080,2,3.34,16,256,602,3800,4402,3174.6,1.39,17.4,23016
Asus,Professional,Apple,Intel,RTX 3070,4,1.13,16,256,1204,3000,4204,3000.16,1.4,16.4,21751
MSI,Professional,Apple,NVIDIA,RX 6700,4,1.47,8,256,1632,2800,4432,3075.78,1.44,15.7,22299
Apple,Professional,AMD,Intel,RTX 3060,4,3.11,64,256,2060,2200,4260,3024.42,1.41,14.9,21927
Asus,Professional,Intel,NVIDIA,RTX 3060,6,3.1,32,2048,2022,2200,4222,3018.44,1.4,15.3,21884
Dell,Professional,Apple,NVIDIA,RTX 3080,4,1.47,16,256,1144,3800,4944,3628.49,1.36,15.3,26307
Acer,Professional,Intel,NVIDIA,RX 6700,4,3.61,8,2048,2160,2800,4960,3503.01,1.42,14.5,25397
Apple,Professional,Apple,Intel,RTX 3060,4,1.91,4,2048,1540,2200,3740,2685.39,1.39,17.3,19469
MSI,Professional,Apple,Intel,RTX 3070,6,2.34,64,1024,1925,3000,4925,3760.19,1.31,15.5,27261
Dell,Professional,Apple,AMD,Iris Xe,6,1.24,4,128,3276,900,4176,2547.77,1.64,14.5,18471
Dell,Professional,Intel,AMD,RTX 3050,8,1.82,32,512,3464,1500,4964,3268.83,1.52,15.1,23699
Dell,Professional,Intel,AMD,RTX 3070,4,1.34,16,128,1172,3000,4172,2863.36,1.46,15.5,20759
MSI,Professional,Intel,NVIDIA,RX 6600,4,1.74,16,128,1936,2000,3936,2621.21,1.5,17.0,19004
Lenovo,Professional,Intel,NVIDIA,Iris Xe,6,3.74,64,128,2622,900,3522,2408.28,1.46,16.7,17460
HP,Professional,Apple,Intel,RX 6600,6,2.73,32,128,1758,2000,3758,2585.7,1.45,15.7,18746
HP,Professional,AMD,AMD,RTX 3070,4,3.66,4,2048,1968,3000,4968,3504.61,1.42,16.9,25408
MSI,Professional,Apple,Intel,Iris Xe,16,2.79,8,256,3679,900,4579,2652.17,1.73,16.1,19228
MSI,Professional,AMD,Intel,RX 6700,6,2.94,32,2048,1410,2800,4210,3258.77,1.29,16.2,23626
Lenovo,Professional,Apple,NVIDIA,RTX 3080,4,2.55,16,512,1172,3800,4972,3674.14,1.35,16.4,26638
HP,Professional,Intel,AMD,RTX 3070,2,2.22,64,128,996,3000,3996,3177.77,1.26,15.0,23039
Acer,Professional,Intel,Intel,RX 6600,4,1.01,4,2048,1760,2000,3760,2803.99,1.34,15.7,20329
MSI,Professional,Apple,AMD,RTX 3060,4,2.21,4,128,1304,2200,3504,2401.37,1.46,17.5,17410
HP,Professional,AMD,AMD,RTX 3050,8,1.6,16,1024,2384,1500,3884,2556.8,1.52,15.5,18537
Acer,Professional,Intel,NVIDIA,RX 6600,4,3.24,64,128,1984,2000,3984,2981.18,1.34,14.5,21614
Lenovo,Professional,AMD,AMD,RTX 3070,2,2.83,32,256,877,3000,3877,3009.01,1.29,15.8,21815
Acer,Professional,AMD,Intel,RX 6700,4,2.47,64,128,2076,2800,4876,3386.21,1.44,17.0,24550
Asus,Professional,Intel,AMD,RX 6700,8,3.3,64,256,1832,2800,4632,3274.05,1.41,16.8,23737
Dell,Professional,AMD,Intel,RX 6700,6,3.76,4,128,1380,2800,4180,2743.47,1.52,13.6,19890
Acer,Professional,AMD,NVIDIA,RTX 3050,6,2.81,32,512,2394,1500,3894,2747.33,1.42,15.4,19918
Acer,Professional,Apple,Intel,RX 6700,4,2.11,32,2048,948,2800,3748,2887.41,1.3,13.4,20934
Asus,Professional,Intel,AMD,RX 6700,6,1.45,64,256,1224,2800,4024,3002.29,1.34,16.5,21767
HP,Professional,Apple,AMD,RTX 3070,4,1.22,32,128,1592,3000,4592,3142.08,1.46,15.9,22780
HP,Professional,Apple,Intel,RX 6700,8,3.2,64,128,2136,2800,4936,3521.31,1.4,16.3,25529
Asus,Professional,Apple,AMD,RTX 3050,12,3.3,4,2048,2520,1500,4020,2802.34,1.43,16.2,20317
MSI,Professional,Intel,AMD,RTX 3060,8,3.89,4,1024,1784,2200,3984,2731.86,1.46,17.7,19806
Dell,Professional,AMD,AMD,RTX 3060,6,3.75,32,256,2442,2200,4642,3241.63,1.43,14.7,23502
Asus,Professional,Apple,AMD,Iris Xe,8,2.67,16,512,3872,900,4772,2840.71,1.68,14.9,20595
Lenovo,Professional,AMD,Intel,RX 6600,6,3.23,32,128,2808,2000,4808,3183.91,1.51,12.6,23083
Lenovo,Professional,AMD,Intel,RTX 3060,8,2.43,16,512,1776,2200,3976,2756.91,1.44,15.9,19988
Acer,Professional,AMD,Intel,RTX 3060,12,1.2,16,2048,2640,2200,4840,3212.64,1.51,15.4,23292
Lenovo,Professional,Intel,AMD,RTX 3060,6,2.33,8,1024,1920,2200,4120,2703.03,1.52,15.7,19597
Lenovo,Professional,Intel,Intel,RTX 3060,12,2.47,8,512,2448,2200,4648,3006.35,1.55,15.3,21796
Apple,Professional,Intel,NVIDIA,RX 6600,8,3.7,4,128,2888,2000,4888,2978.84,1.64,15.7,21597
Asus,Professional,AMD,NVIDIA,RX 6700,2,3.65,64,256,1092,2800,3892,3015.0,1.29,14.9,21859
MSI,Professional,Intel,NVIDIA,RTX 3060,6,2.78,64,1024,1794,2200,3994,2981.67,1.34,14.8,21617
Lenovo,Professional,Apple,AMD,RTX 3070,4,3.12,32,1024,1639,3000,4639,3382.46,1.37,16.2,24523
Asus,Professional,Intel,Intel,RTX 3050,6,1.48,16,2048,2652,1500,4152,2881.05,1.44,15.0,20888
HP,Professional,Intel,NVIDIA,Iris Xe,12,1.39,32,128,2952,900,3852,2406.02,1.6,15.4,17444
Asus,Professional,Intel,NVIDIA,RX 6700,2,2.76,8,2048,722,2800,3522,2710.92,1.3,16.1,19654
Dell,Professional,Intel,NVIDIA,RTX 3070,2,2.32,16,2048,1026,3000,4026,3093.11,1.3,16.3,22425
Asus,Professional,AMD,AMD,RTX 3050,8,3.06,16,256,3152,1500,4652,2801.33,1.66,15.9,20310
HP,Professional,Intel,AMD,RTX 3060,6,3.0,8,256,2490,2200,4690,2996.39,1.57,17.7,21724
MSI,Professional,AMD,AMD,RTX 3050,8,1.64,4,1024,3464,1500,4964,2993.93,1.66,15.4,21706
HP,Professional,AMD,NVIDIA,RX 6700,4,3.98,64,1024,1984,2800,4784,3624.07,1.32,14.4,26275
HP,Professional,Intel,AMD,RTX 3050,8,2.21,64,256,3160,1500,4660,3109.89,1.5,15.0,22547
Apple,Professional,Intel,Intel,RTX 3050,8,2.99,64,512,2960,1500,4460,3102.46,1.44,13.7,22493
Apple,Professional,Apple,AMD,RX 6700,4,3.46,8,2048,1456,2800,4256,3035.99,1.4,14.5,22011
