Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio
Dell,Professional,Intel,6,3.4,AMD,AMD Radeon,16,512.0,13.3,2015,2397,2244,982,2.29
Dell,Basic,Intel,4,1.9,Intel,Intel UHD,4,128.0,14.0,742,349,506,247,2.05
HP,Professional,Intel,6,3.3,NVIDIA,NVIDIA RTX,32,512.0,17.3,1983,3973,3177,1253,2.54
Apple,Basic,Intel,2,2.2,Intel,Intel UHD,8,128.0,15.6,430,576,518,437,1.19
Lenovo,Gaming,Intel,8,5.4,NVIDIA,NVIDIA GeForce,32,1024.0,14.0,4320,10214,7856,3337,2.35
MSI,Student,Intel,4,3.0,Intel,Intel UHD,16,512.0,16.0,1213,661,882,476,1.85
Apple,Basic,Intel,4,2.0,Intel,Intel Iris Xe,4,128.0,17.3,808,787,795,185,4.3
ASUS,Gaming,Intel,12,5.0,NVIDIA,NVIDIA GeForce,16,1024.0,17.3,6054,13044,10248,1863,5.5
HP,Student,Intel,6,2.8,Intel,Intel UHD,16,256.0,17.3,1701,1192,1396,810,1.72
Lenovo,Professional,Intel,6,3.5,NVIDIA,NVIDIA GeForce,32,1024.0,14.0,2086,2144,2121,2101,1.01
HP,Professional,Intel,8,3.8,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,3044,2147,2506,1376,1.82
Dell,Basic,AMD,2,2.2,AMD,AMD Radeon,4,256.0,16.0,441,785,648,465,1.39
ASUS,Professional,Intel,6,3.8,NVIDIA,NVIDIA RTX,16,512.0,17.3,2293,2225,2252,2267,0.99
Acer,Basic,AMD,2,2.7,Intel,Intel UHD,4,256.0,15.6,542,425,472,169,2.79
HP,Student,AMD,6,3.5,Intel,Intel Iris Xe,8,256.0,16.0,2092,793,1313,475,2.76
Dell,Basic,Intel,2,1.7,AMD,AMD Radeon,4,256.0,15.6,337,217,265,359,0.74
MSI,Student,Intel,4,3.5,Intel,Intel UHD,16,512.0,14.0,1396,905,1102,657,1.68
HP,Basic,AMD,4,2.5,AMD,AMD Radeon,4,128.0,15.6,999,303,581,158,3.68
Lenovo,Student,Intel,6,2.9,Intel,Intel UHD,8,256.0,16.0,1718,907,1231,768,1.6
Dell,Basic,Intel,4,2.7,AMD,AMD Radeon,4,256.0,17.3,1066,392,661,220,3.0
Lenovo,Student,AMD,6,3.1,AMD,AMD Radeon,16,256.0,16.0,1886,785,1225,547,2.24
Dell,Student,AMD,6,3.0,Intel,Intel UHD,8,256.0,15.6,1825,1021,1342,742,1.81
Acer,Student,Intel,4,2.4,Intel,Intel UHD,8,512.0,16.0,980,955,965,645,1.5
MSI,Basic,Intel,4,1.7,Intel,Intel UHD,4,128.0,14.0,666,398,505,224,2.25
Dell,Gaming,AMD,12,4.9,AMD,AMD Radeon,16,2048.0,17.3,5838,7270,6698,2681,2.5
HP,Student,AMD,4,3.1,AMD,AMD Radeon,8,256.0,16.0,1245,1060,1134,506,2.24
ASUS,Professional,Intel,6,2.9,NVIDIA,NVIDIA GeForce,32,512.0,14.0,1743,1937,1860,1330,1.4
Dell,Student,Intel,4,3.2,AMD,AMD Radeon,8,512.0,14.0,1269,920,1059,552,1.92
Dell,Gaming,Intel,12,4.1,NVIDIA,NVIDIA GeForce,16,512.0,15.6,4945,10099,8037,1817,4.42
HP,Student,Intel,6,2.2,Intel,Intel Iris Xe,8,512.0,14.0,1295,1458,1393,492,2.83
Dell,Basic,Intel,4,2.2,Intel,Intel Iris Xe,4,256.0,16.0,871,218,479,537,0.89
Acer,Basic,Intel,2,2.1,AMD,AMD Radeon,8,256.0,14.0,414,697,584,412,1.42
Razer,Basic,AMD,2,2.7,AMD,AMD Radeon,8,128.0,15.6,534,721,646,317,2.04
Razer,Student,Intel,4,2.2,Intel,Intel UHD,16,512.0,15.6,898,900,899,595,1.51
HP,Student,AMD,6,2.0,AMD,AMD Radeon,8,256.0,16.0,1210,1335,1285,667,1.93
Lenovo,Professional,AMD,6,4.2,NVIDIA,NVIDIA GeForce,16,512.0,16.0,2546,2553,2550,1513,1.69
Dell,Gaming,AMD,16,4.4,AMD,AMD Radeon,16,1024.0,14.0,6970,13457,10862,2315,4.69
Lenovo,Student,Intel,4,2.6,AMD,AMD Radeon,16,256.0,16.0,1041,1155,1109,699,1.59
Lenovo,Student,Intel,6,2.9,Intel,Intel UHD,8,512.0,14.0,1756,795,1179,496,2.38
HP,Gaming,Intel,12,4.4,NVIDIA,NVIDIA GeForce,32,512.0,16.0,5224,7786,6761,3311,2.04
Dell,Basic,Intel,2,2.8,Intel,Intel Iris Xe,4,128.0,16.0,556,538,546,157,3.48
Lenovo,Gaming,Intel,12,3.2,AMD,AMD Radeon,32,1024.0,15.6,3866,14212,10074,2290,4.4
Apple,Basic,AMD,4,2.5,Intel,Intel UHD,8,128.0,17.3,1001,479,688,447,1.54
Acer,Student,AMD,4,2.5,Intel,Intel UHD,8,256.0,15.6,998,1160,1095,705,1.55
HP,Student,AMD,4,2.6,AMD,AMD Radeon,16,512.0,15.6,1055,1473,1306,446,2.93
Dell,Basic,Intel,4,2.4,Intel,Intel UHD,4,128.0,14.0,941,429,634,318,1.99
Dell,Professional,AMD,8,3.0,AMD,AMD Radeon,16,512.0,16.0,2417,1270,1729,1196,1.45
HP,Gaming,AMD,8,3.2,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2557,12458,8498,1501,5.66
HP,Basic,Intel,4,1.7,AMD,AMD Radeon,8,128.0,15.6,679,644,658,268,2.46
Lenovo,Professional,AMD,6,3.3,AMD,AMD Radeon,16,1024.0,13.3,1974,2151,2080,1781,1.17
Lenovo,Basic,Intel,2,2.3,Intel,Intel UHD,8,128.0,15.6,459,227,320,370,0.86
Lenovo,Gaming,AMD,12,3.4,NVIDIA,NVIDIA RTX,16,512.0,13.3,4049,14432,10279,3641,2.82
MSI,Professional,Intel,8,4.1,NVIDIA,NVIDIA RTX,16,1024.0,15.6,3316,3361,3343,1217,2.75
HP,Professional,AMD,6,3.7,AMD,AMD Radeon,16,1024.0,13.3,2217,3020,2699,1555,1.74
HP,Professional,Intel,8,2.9,NVIDIA,NVIDIA RTX,16,512.0,13.3,2324,1903,2071,2086,0.99
ASUS,Professional,Intel,8,3.9,AMD,AMD Radeon,32,512.0,15.6,3107,2241,2587,1537,1.68
ASUS,Professional,AMD,8,3.4,AMD,AMD Radeon,16,512.0,15.6,2740,2981,2885,1067,2.7
Apple,Gaming,AMD,12,5.4,AMD,AMD Radeon,32,1024.0,13.3,6457,11740,9627,2320,4.15
ASUS,Professional,Intel,8,3.1,AMD,AMD Radeon,16,1024.0,14.0,2510,2298,2383,795,3.0
Lenovo,Basic,Intel,4,2.0,Intel,Intel UHD,4,128.0,15.6,803,287,494,423,1.17
Dell,Student,Intel,4,3.0,Intel,Intel UHD,8,512.0,15.6,1217,1149,1176,659,1.78
Lenovo,Student,Intel,4,3.3,AMD,AMD Radeon,8,512.0,15.6,1337,860,1051,806,1.3
ASUS,Basic,Intel,2,2.1,AMD,AMD Radeon,4,256.0,15.6,411,430,422,225,1.88
Acer,Student,Intel,6,2.2,AMD,AMD Radeon,16,512.0,15.6,1349,1494,1436,561,2.56
HP,Gaming,AMD,12,3.1,AMD,AMD Radeon,32,2048.0,15.6,3703,10614,7849,2402,3.27
Lenovo,Student,Intel,6,2.4,AMD,AMD Radeon,8,512.0,13.3,1453,991,1176,850,1.38
MSI,Gaming,Intel,8,4.1,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,3296,11678,8325,2472,3.37
HP,Gaming,Intel,12,5.2,NVIDIA,NVIDIA RTX,32,2048.0,14.0,6258,8363,7521,1847,4.07
Dell,Professional,Intel,6,3.8,NVIDIA,NVIDIA GeForce,16,512.0,17.3,2266,3663,3104,2314,1.34
ASUS,Gaming,Intel,12,3.8,NVIDIA,NVIDIA RTX,16,512.0,15.6,4526,14653,10602,1962,5.4
Dell,Gaming,AMD,16,4.1,NVIDIA,NVIDIA RTX,16,2048.0,13.3,6625,5228,5787,2621,2.21
Acer,Professional,Intel,12,2.8,NVIDIA,NVIDIA RTX,32,512.0,13.3,3358,2052,2575,1169,2.2
Lenovo,Basic,Intel,2,2.5,Intel,Intel Iris Xe,4,256.0,15.6,494,310,384,276,1.39
Lenovo,Student,Intel,4,2.6,Intel,Intel UHD,8,256.0,15.6,1035,637,796,570,1.4
Dell,Student,AMD,6,2.2,AMD,AMD Radeon,16,512.0,17.3,1326,665,929,742,1.25
ASUS,Gaming,AMD,8,3.2,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2539,14441,9681,3490,2.77
HP,Student,Intel,6,3.0,Intel,Intel UHD,16,256.0,13.3,1798,541,1044,596,1.75
HP,Student,AMD,6,2.5,Intel,Intel Iris Xe,8,256.0,16.0,1487,1262,1352,558,2.42
Dell,Professional,Intel,12,3.9,NVIDIA,NVIDIA GeForce,16,512.0,14.0,4627,2696,3469,902,3.85
ASUS,Basic,Intel,2,1.8,Intel,Intel Iris Xe,8,128.0,17.3,361,405,388,366,1.06
MSI,Gaming,AMD,8,3.2,NVIDIA,NVIDIA GeForce,32,512.0,13.3,2584,6501,4934,3842,1.28
Lenovo,Student,Intel,6,2.9,Intel,Intel Iris Xe,8,256.0,14.0,1737,1479,1582,660,2.4
Lenovo,Professional,AMD,8,2.6,NVIDIA,NVIDIA GeForce,16,512.0,13.3,2050,2774,2485,859,2.89
HP,Basic,AMD,4,2.2,AMD,AMD Radeon,4,128.0,15.6,890,496,654,216,3.03
Acer,Basic,Intel,2,2.3,Intel,Intel Iris Xe,4,256.0,15.6,454,497,480,393,1.22
Apple,Student,Intel,6,2.2,Intel,Intel Iris Xe,8,256.0,15.6,1314,1262,1283,515,2.49
Lenovo,Professional,Intel,6,4.2,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2516,3812,3294,1800,1.83
HP,Student,Intel,4,2.8,AMD,AMD Radeon,8,512.0,13.3,1109,1461,1320,812,1.63
Lenovo,Gaming,Intel,12,3.8,AMD,AMD Radeon,32,1024.0,15.6,4571,13693,10044,1133,8.86
Lenovo,Professional,AMD,8,2.5,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2022,3293,2785,2162,1.29
Lenovo,Student,AMD,6,2.6,AMD,AMD Radeon,8,512.0,15.6,1580,1273,1396,776,1.8
Dell,Student,Intel,4,2.8,AMD,AMD Radeon,8,512.0,17.3,1116,857,960,632,1.52
Dell,Professional,AMD,12,2.9,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3538,1090,2069,2155,0.96
Dell,Professional,AMD,8,3.6,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2884,1810,2240,1455,1.54
Apple,Professional,Intel,8,3.4,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2751,1673,2104,2183,0.96
Lenovo,Student,AMD,4,3.1,Intel,Intel UHD,8,256.0,14.0,1242,1403,1339,525,2.55
Dell,Student,AMD,4,3.3,Intel,Intel UHD,8,256.0,13.3,1323,966,1109,499,2.22
Dell,Student,Intel,4,2.4,AMD,AMD Radeon,8,256.0,17.3,966,557,721,826,0.87
Dell,Student,AMD,4,2.3,AMD,AMD Radeon,16,256.0,15.6,916,1308,1151,633,1.82
ASUS,Gaming,Intel,16,3.7,NVIDIA,NVIDIA GeForce,32,512.0,14.0,5897,12448,9828,1168,8.41
HP,Student,Intel,6,3.2,Intel,Intel Iris Xe,8,512.0,14.0,1929,1421,1624,729,2.23
HP,Basic,AMD,2,2.6,Intel,Intel Iris Xe,8,256.0,13.3,512,500,504,344,1.47
HP,Basic,Intel,2,2.6,Intel,Intel UHD,8,256.0,13.3,524,556,544,408,1.33
HP,Basic,Intel,2,2.7,AMD,AMD Radeon,8,128.0,16.0,541,264,375,298,1.26
Dell,Basic,AMD,2,2.7,AMD,AMD Radeon,4,256.0,13.3,541,384,447,267,1.67
HP,Gaming,Intel,8,5.0,NVIDIA,NVIDIA RTX,32,1024.0,15.6,3994,8061,6434,2369,2.72
Dell,Professional,Intel,6,2.5,NVIDIA,NVIDIA RTX,16,512.0,15.6,1515,1575,1551,1252,1.24
Lenovo,Basic,Intel,2,2.5,AMD,AMD Radeon,4,128.0,14.0,490,387,428,406,1.05
ASUS,Student,Intel,6,2.9,Intel,Intel Iris Xe,8,512.0,14.0,1745,708,1123,749,1.5
HP,Professional,Intel,12,2.7,NVIDIA,NVIDIA GeForce,16,512.0,14.0,3190,1172,1979,900,2.2
ASUS,Basic,Intel,4,2.4,AMD,AMD Radeon,8,128.0,15.6,969,283,558,336,1.66
HP,Basic,AMD,4,2.0,AMD,AMD Radeon,4,256.0,14.0,818,697,746,309,2.41
HP,Student,AMD,4,2.8,Intel,Intel UHD,8,256.0,13.3,1130,1049,1081,550,1.97
Lenovo,Gaming,Intel,12,3.8,NVIDIA,NVIDIA GeForce,16,1024.0,17.3,4556,9227,7358,3045,2.42
HP,Student,Intel,6,3.0,Intel,Intel Iris Xe,16,256.0,15.6,1782,831,1212,926,1.31
ASUS,Student,Intel,4,2.6,AMD,AMD Radeon,8,256.0,15.6,1039,1105,1079,507,2.13
MSI,Basic,Intel,2,2.1,AMD,AMD Radeon,4,128.0,14.0,419,540,492,313,1.57
Lenovo,Student,Intel,6,3.0,Intel,Intel Iris Xe,8,512.0,17.3,1799,1214,1448,437,3.31
Lenovo,Student,Intel,4,2.8,Intel,Intel Iris Xe,8,256.0,17.3,1133,1012,1061,895,1.19
Apple,Gaming,Intel,12,3.3,AMD,AMD Radeon,32,2048.0,16.0,3946,8617,6748,1908,3.54
HP,Basic,Intel,2,1.8,AMD,AMD Radeon,8,128.0,15.6,360,719,576,248,2.32
Dell,Gaming,AMD,12,3.5,AMD,AMD Radeon,32,512.0,14.0,4259,14048,10132,3437,2.95
Acer,Basic,Intel,2,2.7,Intel,Intel Iris Xe,8,256.0,15.6,544,538,541,343,1.58
MSI,Basic,AMD,2,1.9,Intel,Intel UHD,4,128.0,15.6,390,672,559,241,2.32
Lenovo,Student,AMD,6,2.7,Intel,Intel Iris Xe,8,512.0,16.0,1600,524,955,672,1.42
HP,Basic,Intel,2,2.7,Intel,Intel Iris Xe,4,256.0,17.3,539,372,438,487,0.9
Acer,Basic,Intel,4,2.2,Intel,Intel Iris Xe,8,128.0,13.3,896,290,532,434,1.23
Razer,Professional,Intel,8,4.5,NVIDIA,NVIDIA RTX,16,1024.0,15.6,3594,3021,3250,1305,2.49
Dell,Professional,AMD,8,3.6,NVIDIA,NVIDIA RTX,16,512.0,15.6,2847,1056,1772,2036,0.87
Dell,Basic,Intel,2,1.7,AMD,AMD Radeon,4,256.0,14.0,350,650,530,508,1.04
Lenovo,Professional,Intel,8,4.3,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,3409,3755,3616,1507,2.4
HP,Student,Intel,4,2.5,AMD,AMD Radeon,8,512.0,15.6,1017,628,784,518,1.51
Acer,Gaming,Intel,8,4.3,AMD,AMD Radeon,16,512.0,16.0,3406,14734,10203,2512,4.06
ASUS,Basic,AMD,2,1.9,AMD,AMD Radeon,4,128.0,16.0,377,689,564,286,1.97
HP,Basic,AMD,4,2.7,Intel,Intel Iris Xe,8,256.0,14.0,1078,238,574,436,1.32
Razer,Student,Intel,6,3.4,Intel,Intel UHD,16,512.0,15.6,2020,820,1300,531,2.45
Lenovo,Gaming,Intel,8,4.7,NVIDIA,NVIDIA GeForce,16,512.0,14.0,3723,12030,8707,2988,2.91
HP,Student,Intel,6,2.3,Intel,Intel UHD,8,512.0,15.6,1382,735,994,467,2.13
MSI,Gaming,Intel,12,3.2,NVIDIA,NVIDIA RTX,32,1024.0,13.3,3812,14059,9960,2182,4.56
Dell,Professional,AMD,8,2.6,AMD,AMD Radeon,32,1024.0,13.3,2094,2194,2154,2121,1.02
Dell,Student,Intel,6,2.7,AMD,AMD Radeon,16,512.0,15.6,1614,876,1171,568,2.06
ASUS,Gaming,Intel,12,3.9,NVIDIA,NVIDIA RTX,32,1024.0,13.3,4623,8772,7112,1915,3.71
Acer,Basic,Intel,4,2.6,Intel,Intel Iris Xe,4,128.0,14.0,1021,544,735,467,1.57
Lenovo,Gaming,AMD,12,4.9,NVIDIA,NVIDIA GeForce,32,2048.0,15.6,5919,5992,5963,1423,4.19
HP,Student,AMD,6,2.1,AMD,AMD Radeon,16,256.0,14.0,1265,814,994,864,1.15
MSI,Basic,AMD,4,2.3,AMD,AMD Radeon,4,256.0,15.6,920,211,495,231,2.14
Lenovo,Professional,Intel,8,3.0,AMD,AMD Radeon,32,512.0,15.6,2390,2462,2433,1865,1.3
MSI,Professional,Intel,12,3.3,NVIDIA,NVIDIA RTX,16,512.0,13.3,3953,1106,2245,1458,1.54
Dell,Student,Intel,4,2.1,AMD,AMD Radeon,16,256.0,15.6,838,759,790,859,0.92
Lenovo,Gaming,AMD,16,4.5,NVIDIA,NVIDIA RTX,16,512.0,16.0,7267,5111,5973,2899,2.06
Apple,Basic,AMD,2,2.5,AMD,AMD Radeon,8,128.0,15.6,504,412,448,174,2.57
Acer,Professional,AMD,12,2.8,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3419,3065,3207,963,3.33
HP,Basic,AMD,4,2.4,AMD,AMD Radeon,4,128.0,15.6,975,732,829,352,2.36
HP,Professional,Intel,8,4.2,NVIDIA,NVIDIA GeForce,32,512.0,16.0,3345,2019,2549,1440,1.77
Lenovo,Gaming,Intel,12,5.5,NVIDIA,NVIDIA RTX,16,1024.0,15.6,6587,6277,6401,1554,4.12
Acer,Professional,AMD,12,3.4,NVIDIA,NVIDIA GeForce,32,512.0,15.6,4038,1164,2313,2491,0.93
Lenovo,Student,Intel,4,3.3,Intel,Intel UHD,8,256.0,15.6,1327,929,1088,444,2.45
Dell,Basic,AMD,4,2.1,AMD,AMD Radeon,8,512.0,15.6,840,602,697,413,1.69
ASUS,Student,Intel,6,2.4,AMD,AMD Radeon,8,512.0,15.6,1414,594,922,659,1.4
Dell,Professional,Intel,8,3.6,NVIDIA,NVIDIA GeForce,32,1024.0,13.3,2843,2990,2931,1450,2.02
Apple,Professional,Intel,8,2.6,AMD,AMD Radeon,16,1024.0,16.0,2111,3114,2713,2333,1.16
Apple,Student,Intel,6,2.8,AMD,AMD Radeon,16,512.0,17.3,1695,971,1261,557,2.26
Lenovo,Student,Intel,4,3.2,AMD,AMD Radeon,8,512.0,15.6,1286,1287,1287,404,3.19
Lenovo,Professional,Intel,6,3.6,AMD,AMD Radeon,16,512.0,16.0,2172,1160,1565,2432,0.64
HP,Professional,Intel,8,2.9,AMD,AMD Radeon,16,512.0,13.3,2299,2971,2702,1976,1.37
MSI,Gaming,Intel,12,4.9,NVIDIA,NVIDIA GeForce,32,2048.0,15.6,5940,14011,10783,1180,9.14
HP,Student,Intel,4,3.0,AMD,AMD Radeon,8,512.0,16.0,1192,1004,1079,906,1.19
Lenovo,Professional,Intel,8,2.8,AMD,AMD Radeon,32,512.0,14.0,2252,1081,1549,877,1.77
Dell,Professional,Intel,6,2.5,NVIDIA,NVIDIA RTX,32,512.0,17.3,1504,3429,2659,905,2.94
Lenovo,Professional,Intel,12,2.6,NVIDIA,NVIDIA GeForce,16,512.0,17.3,3140,2117,2526,1532,1.65
Lenovo,Student,Intel,6,3.0,AMD,AMD Radeon,8,512.0,17.3,1824,843,1235,910,1.36
HP,Basic,Intel,2,2.6,Intel,Intel Iris Xe,4,128.0,15.6,527,783,681,505,1.35
Dell,Professional,Intel,6,4.1,NVIDIA,NVIDIA RTX,32,512.0,16.0,2453,3317,2972,2293,1.3
MSI,Basic,Intel,2,1.7,AMD,AMD Radeon,8,512.0,14.0,332,519,444,270,1.64
Dell,Basic,Intel,4,2.7,Intel,Intel Iris Xe,4,256.0,13.3,1098,639,823,393,2.09
Acer,Basic,AMD,2,2.4,Intel,Intel Iris Xe,8,256.0,14.0,482,439,456,340,1.34
Apple,Student,Intel,6,3.0,Intel,Intel UHD,8,512.0,15.6,1778,836,1212,603,2.01
HP,Gaming,AMD,12,4.8,AMD,AMD Radeon,16,1024.0,14.0,5708,12252,9634,4063,2.37
Lenovo,Professional,Intel,8,4.1,NVIDIA,NVIDIA RTX,16,1024.0,15.6,3270,2448,2777,925,3.0
Dell,Gaming,Intel,8,4.6,NVIDIA,NVIDIA RTX,32,512.0,15.6,3644,13497,9556,3435,2.78
HP,Professional,AMD,8,4.3,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,3450,3324,3375,1607,2.1
MSI,Professional,Intel,12,3.6,NVIDIA,NVIDIA RTX,16,1024.0,14.0,4270,2876,3434,1627,2.11
HP,Gaming,Intel,16,5.2,NVIDIA,NVIDIA GeForce,32,512.0,16.0,8241,10265,9455,1225,7.72
Lenovo,Student,AMD,6,3.4,Intel,Intel UHD,8,512.0,13.3,2027,907,1355,604,2.24
HP,Professional,AMD,6,3.6,NVIDIA,NVIDIA RTX,32,1024.0,16.0,2151,2665,2459,1837,1.34
Dell,Gaming,AMD,16,4.3,NVIDIA,NVIDIA RTX,32,512.0,14.0,6849,10732,9179,3922,2.34
Apple,Student,AMD,6,3.5,Intel,Intel UHD,16,512.0,14.0,2073,1243,1575,625,2.52
Acer,Professional,AMD,6,4.0,AMD,AMD Radeon,16,512.0,13.3,2374,1589,1903,1350,1.41
ASUS,Student,Intel,4,2.8,AMD,AMD Radeon,16,512.0,14.0,1123,1384,1280,886,1.44
Dell,Basic,AMD,2,1.7,Intel,Intel Iris Xe,4,128.0,14.0,342,522,450,483,0.93
MSI,Student,Intel,4,2.9,AMD,AMD Radeon,8,256.0,15.6,1177,706,894,567,1.58
ASUS,Basic,Intel,2,2.5,AMD,AMD Radeon,4,128.0,15.6,497,239,342,313,1.09
Dell,Gaming,AMD,12,4.6,AMD,AMD Radeon,32,512.0,13.3,5544,6692,6232,2004,3.11
Dell,Student,Intel,6,2.0,Intel,Intel Iris Xe,8,512.0,16.0,1208,507,787,848,0.93
Lenovo,Gaming,Intel,12,3.8,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,4541,14878,10743,1625,6.61
ASUS,Basic,Intel,2,2.3,AMD,AMD Radeon,4,256.0,14.0,455,519,494,311,1.59
Lenovo,Student,Intel,4,2.7,AMD,AMD Radeon,16,256.0,14.0,1091,905,979,657,1.49
Lenovo,Student,Intel,6,3.0,AMD,AMD Radeon,16,256.0,15.6,1798,873,1243,459,2.71
HP,Basic,Intel,4,1.7,AMD,AMD Radeon,4,256.0,17.3,671,339,472,474,1.0
Lenovo,Basic,Intel,2,2.1,Intel,Intel UHD,8,256.0,16.0,429,659,567,236,2.4
HP,Basic,AMD,2,2.7,AMD,AMD Radeon,8,128.0,15.6,530,731,651,333,1.95
Apple,Student,AMD,4,3.1,Intel,Intel UHD,16,256.0,14.0,1238,636,877,711,1.23
Dell,Gaming,AMD,12,3.7,AMD,AMD Radeon,32,1024.0,15.6,4470,9244,7335,3120,2.35
Razer,Basic,AMD,2,1.9,AMD,AMD Radeon,4,128.0,14.0,389,238,298,208,1.43
Razer,Basic,Intel,2,1.7,AMD,AMD Radeon,4,256.0,15.6,345,517,448,244,1.84
Apple,Student,Intel,6,2.9,Intel,Intel UHD,8,256.0,14.0,1722,846,1196,616,1.94
Lenovo,Student,Intel,6,2.4,Intel,Intel Iris Xe,8,256.0,13.3,1452,1342,1386,831,1.67
Acer,Basic,Intel,4,2.1,Intel,Intel UHD,4,128.0,13.3,823,663,727,402,1.81
Lenovo,Professional,Intel,8,3.6,NVIDIA,NVIDIA RTX,16,512.0,13.3,2867,3016,2956,1392,2.12
Apple,Professional,Intel,12,2.5,NVIDIA,NVIDIA RTX,16,512.0,14.0,3026,2464,2689,977,2.75
Dell,Gaming,Intel,8,3.5,NVIDIA,NVIDIA RTX,32,512.0,15.6,2840,14815,10025,2523,3.97
Lenovo,Basic,Intel,2,2.0,AMD,AMD Radeon,4,512.0,14.0,392,529,474,406,1.17
Lenovo,Student,Intel,6,2.7,AMD,AMD Radeon,8,512.0,16.0,1591,1307,1421,835,1.7
Dell,Basic,Intel,4,2.3,Intel,Intel UHD,4,256.0,14.0,908,531,682,312,2.19
Dell,Professional,Intel,8,4.3,NVIDIA,NVIDIA GeForce,16,512.0,16.0,3431,2707,2997,825,3.63
HP,Student,Intel,6,2.1,AMD,AMD Radeon,8,256.0,15.6,1266,1340,1310,804,1.63
Acer,Student,AMD,4,3.2,Intel,Intel Iris Xe,16,512.0,17.3,1285,633,894,764,1.17
Dell,Professional,Intel,6,4.4,NVIDIA,NVIDIA GeForce,16,512.0,14.0,2622,2191,2363,1814,1.3
Lenovo,Professional,Intel,8,2.8,NVIDIA,NVIDIA RTX,16,512.0,17.3,2203,2015,2090,2270,0.92
Lenovo,Professional,AMD,8,3.5,AMD,AMD Radeon,32,512.0,13.3,2766,1474,1990,2145,0.93
HP,Basic,Intel,4,2.4,Intel,Intel UHD,4,512.0,13.3,942,639,760,411,1.85
HP,Student,Intel,6,2.3,Intel,Intel UHD,8,256.0,13.3,1351,1212,1268,591,2.15
HP,Gaming,Intel,12,3.7,NVIDIA,NVIDIA GeForce,16,512.0,15.6,4497,13025,9614,2665,3.61
Lenovo,Basic,Intel,4,1.8,Intel,Intel UHD,8,128.0,17.3,730,570,634,192,3.3
Lenovo,Basic,Intel,4,2.6,Intel,Intel Iris Xe,4,128.0,15.6,1027,742,856,198,4.32
HP,Student,Intel,6,2.9,Intel,Intel Iris Xe,8,256.0,14.0,1731,852,1204,825,1.46
HP,Basic,AMD,4,2.4,Intel,Intel Iris Xe,4,256.0,14.0,976,289,564,311,1.81
Dell,Professional,Intel,8,2.5,NVIDIA,NVIDIA GeForce,16,512.0,13.3,2028,2851,2522,1041,2.42
Lenovo,Professional,AMD,12,2.7,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,3182,3132,3152,1826,1.73
HP,Gaming,Intel,16,3.9,NVIDIA,NVIDIA GeForce,32,1024.0,14.0,6313,8243,7471,3079,2.43
Acer,Gaming,AMD,12,3.8,NVIDIA,NVIDIA RTX,32,512.0,15.6,4510,8786,7076,2957,2.39
Acer,Student,Intel,4,2.8,AMD,AMD Radeon,8,512.0,14.0,1121,1475,1334,764,1.75
Lenovo,Student,AMD,6,2.1,AMD,AMD Radeon,8,256.0,15.6,1251,1259,1256,915,1.37
Lenovo,Basic,Intel,2,2.7,AMD,AMD Radeon,4,256.0,15.6,532,600,572,365,1.57
Dell,Gaming,Intel,8,5.3,NVIDIA,NVIDIA RTX,32,1024.0,13.3,4249,7289,6073,1309,4.64
HP,Student,AMD,6,2.7,Intel,Intel Iris Xe,16,256.0,16.0,1626,896,1188,508,2.34
Lenovo,Gaming,Intel,16,4.0,NVIDIA,NVIDIA GeForce,16,2048.0,13.3,6323,5878,6056,2730,2.22
Lenovo,Professional,Intel,8,2.9,AMD,AMD Radeon,32,512.0,15.6,2314,1877,2052,1476,1.39
HP,Basic,Intel,4,2.0,AMD,AMD Radeon,4,128.0,15.6,797,665,718,297,2.42
Lenovo,Student,Intel,4,2.2,Intel,Intel Iris Xe,16,256.0,13.3,860,1380,1172,740,1.58
ASUS,Student,Intel,6,3.5,Intel,Intel Iris Xe,8,512.0,13.3,2073,584,1179,479,2.46
HP,Basic,Intel,2,2.7,Intel,Intel UHD,4,128.0,15.6,550,765,679,387,1.75
Apple,Student,AMD,6,2.4,AMD,AMD Radeon,8,512.0,13.3,1427,1377,1397,702,1.99
Dell,Basic,AMD,2,2.1,AMD,AMD Radeon,4,128.0,13.3,422,203,291,232,1.25
MSI,Gaming,Intel,16,5.1,NVIDIA,NVIDIA GeForce,32,2048.0,14.0,8131,9881,9181,2200,4.17
